Order_ID,Date,Customer ID,Product,Quantity,Unit_Price,Shipping Address,Payment_Method,Order_Status,Tracking_Number,Items_In_Cart,Coupon_Code,Referral_Source,Total_Price
ORD200210,05/12/2024,C93821,Chair,3,$358,513 Main St,Gift Card,Delivered,TRK10658539,7,FREESHIP,Facebook,"$1,075"
ORD200211,03/01/2025,C54390,Printer,3,$194,185 Main St,Gift Card,Pending,TRK83853742,7,FREESHIP,Email,$581
ORD200212,20/06/2023,C53215,Monitor,1,$265,367 Main St,Credit Card,Cancelled,TRK34751835,6,WINTER15,Email,$265
ORD200213,20/04/2023,C71122,Laptop,1,$634,317 Main St,Cash,Cancelled,TRK54757882,6,SAVE10,Email,$634
ORD200214,21/08/2024,C29483,Desk,4,$306,673 Main St,Online,Delivered,TRK89423603,5,Unknown,Facebook,"$1,223"
ORD200215,10/08/2023,C26767,Printer,1,$304,432 Main St,Cash,Shipped,TRK24585307,5,FREESHIP,Facebook,$304
ORD200216,15/04/2025,C70492,Monitor,4,$496,811 Main St,Online,Cancelled,TRK84625405,8,WINTER15,Google,"$1,984"
ORD200217,20/05/2024,C61549,Desk,4,$322,908 Main St,Cash,Returned,TRK65596914,9,Unknown,Google,"$1,286"
ORD200218,28/04/2023,C11665,Tablet,3,$112,882 Main St,Gift Card,Shipped,TRK10993930,6,SAVE10,Instagram,$337
ORD200219,02/05/2025,C48946,Laptop,5,$62,457 Main St,Cash,Delivered,TRK99387220,6,SAVE10,Email,$310
ORD200220,18/07/2023,C79506,Laptop,2,$373,497 Main St,Credit Card,Pending,TRK95188748,6,SAVE10,Referral,$746
ORD200221,23/02/2024,C93473,Tablet,5,$639,552 Main St,Debit Card,Pending,TRK50003989,6,SAVE10,Google,"$3,197"
ORD200222,04/05/2023,C43124,Chair,4,$693,931 Main St,Online,Shipped,TRK17293348,8,Unknown,Instagram,"$2,773"
ORD200223,11/09/2024,C22783,Phone,4,$693,673 Main St,Credit Card,Pending,TRK55009149,9,SAVE10,Instagram,"$2,772"
ORD200224,23/09/2023,C18567,Printer,4,$91,507 Main St,Cash,Cancelled,TRK17554673,9,SAVE10,Referral,$366
ORD200225,13/03/2024,C99879,Phone,3,$274,692 Main St,Debit Card,Returned,TRK50246700,8,SAVE10,Google,$822
ORD200226,27/06/2025,C31501,Desk,3,$588,242 Main St,Gift Card,Delivered,TRK93063929,8,Unknown,Instagram,"$1,764"
ORD200227,02/11/2023,C93220,Monitor,2,$365,353 Main St,Online,Cancelled,TRK89023251,4,FREESHIP,Facebook,$730
ORD200228,17/05/2023,C57867,Chair,4,$386,579 Main St,Credit Card,Cancelled,TRK92055007,8,Unknown,Instagram,"$1,544"
ORD200229,28/03/2025,C62622,Tablet,1,$563,762 Main St,Credit Card,Delivered,TRK70997648,3,WINTER15,Facebook,$563
ORD200230,16/12/2023,C94595,Desk,4,$62,948 Main St,Gift Card,Delivered,TRK24497305,6,WINTER15,Email,$248
ORD200231,05/11/2023,C30955,Phone,4,$42,327 Main St,Gift Card,Pending,TRK46898848,9,FREESHIP,Instagram,$168
ORD200232,19/05/2023,C20731,Printer,4,$444,610 Main St,Debit Card,Cancelled,TRK75568437,8,WINTER15,Google,"$1,778"
ORD200233,24/08/2024,C30168,Phone,3,$311,146 Main St,Cash,Cancelled,TRK73699939,3,WINTER15,Instagram,$934
ORD200234,26/11/2024,C79842,Printer,4,$236,337 Main St,Debit Card,Pending,TRK26957950,7,SAVE10,Google,$946
ORD200235,20/02/2023,C32854,Desk,1,$65,815 Main St,Cash,Pending,TRK30009218,2,WINTER15,Google,$65
ORD200236,01/01/2023,C14847,Monitor,1,$319,562 Main St,Debit Card,Pending,TRK39663243,3,WINTER15,Email,$319
ORD200237,14/03/2024,C88645,Monitor,3,$584,783 Main St,Credit Card,Shipped,TRK74097570,5,FREESHIP,Facebook,"$1,751"
ORD200238,13/12/2024,C66149,Desk,4,$384,770 Main St,Credit Card,Pending,TRK76307307,6,WINTER15,Google,"$1,537"
ORD200239,11/12/2024,C20256,Tablet,3,$539,456 Main St,Online,Shipped,TRK71127943,6,FREESHIP,Email,"$1,616"
ORD200240,12/07/2023,C14983,Tablet,1,$17,255 Main St,Online,Pending,TRK93444157,2,FREESHIP,Instagram,$17
ORD200241,16/05/2023,C20817,Chair,5,$616,407 Main St,Online,Pending,TRK44164590,6,SAVE10,Email,"$3,078"
ORD200242,09/05/2023,C94921,Printer,2,$219,134 Main St,Online,Pending,TRK97794327,4,SAVE10,Referral,$438
ORD200243,09/05/2025,C54725,Chair,2,$145,506 Main St,Online,Cancelled,TRK30601940,7,FREESHIP,Google,$289
ORD200244,16/02/2023,C98096,Desk,2,$318,838 Main St,Debit Card,Cancelled,TRK51518631,4,WINTER15,Facebook,$636
ORD200245,20/04/2025,C12667,Laptop,1,$223,306 Main St,Online,Returned,TRK25390491,1,Unknown,Facebook,$223
ORD200246,30/08/2024,C55354,Desk,2,$342,164 Main St,Gift Card,Shipped,TRK15439493,2,WINTER15,Instagram,$684
ORD200247,20/07/2023,C14600,Printer,2,$221,785 Main St,Gift Card,Shipped,TRK84984764,4,Unknown,Email,$442
ORD200248,02/07/2023,C97187,Laptop,1,$671,471 Main St,Cash,Shipped,TRK62283713,6,FREESHIP,Referral,$671
ORD200249,07/02/2024,C39106,Printer,1,$546,245 Main St,Cash,Pending,TRK35464433,5,FREESHIP,Referral,$546
ORD200250,05/04/2023,C93379,Desk,3,$43,318 Main St,Gift Card,Returned,TRK67954150,8,SAVE10,Email,$129
ORD200251,15/05/2025,C93175,Monitor,4,$15,814 Main St,Cash,Cancelled,TRK32995144,9,Unknown,Email,$59
ORD200252,20/09/2024,C19648,Phone,4,$668,821 Main St,Gift Card,Cancelled,TRK51297879,5,FREESHIP,Facebook,"$2,673"
ORD200253,23/03/2024,C14891,Chair,4,$414,743 Main St,Gift Card,Returned,TRK79471534,7,FREESHIP,Instagram,"$1,655"
ORD200254,26/12/2023,C10866,Monitor,3,$263,770 Main St,Online,Delivered,TRK34809583,5,Unknown,Instagram,$790
ORD200255,13/05/2024,C47283,Monitor,1,$264,806 Main St,Gift Card,Returned,TRK56235117,2,SAVE10,Google,$264
ORD200256,30/06/2025,C94323,Chair,5,$76,463 Main St,Gift Card,Returned,TRK22663277,10,WINTER15,Instagram,$379
ORD200257,23/04/2024,C89732,Phone,1,$406,712 Main St,Credit Card,Cancelled,TRK41059233,5,SAVE10,Referral,$406
ORD200258,26/02/2024,C87764,Tablet,2,$103,294 Main St,Online,Shipped,TRK94082469,2,FREESHIP,Referral,$207
ORD200259,11/06/2023,C20977,Chair,4,$435,636 Main St,Credit Card,Delivered,TRK54991561,9,SAVE10,Instagram,"$1,740"
ORD200260,17/05/2023,C12245,Monitor,2,$408,153 Main St,Debit Card,Shipped,TRK22000463,3,Unknown,Google,$816
ORD200261,28/05/2025,C68976,Phone,5,$174,460 Main St,Gift Card,Delivered,TRK25491356,9,SAVE10,Email,$868
ORD200262,10/01/2023,C69476,Phone,4,$249,642 Main St,Credit Card,Returned,TRK65869386,5,WINTER15,Referral,$996
ORD200263,25/03/2023,C71040,Phone,4,$435,250 Main St,Credit Card,Pending,TRK41397604,4,WINTER15,Google,"$1,739"
ORD200264,03/08/2024,C71035,Tablet,1,$437,977 Main St,Cash,Returned,TRK19599578,5,FREESHIP,Google,$437
ORD200265,22/12/2023,C20752,Printer,1,$572,150 Main St,Debit Card,Cancelled,TRK22298450,4,SAVE10,Google,$572
ORD200266,08/06/2024,C38840,Chair,4,$583,589 Main St,Credit Card,Cancelled,TRK48484633,6,FREESHIP,Referral,"$2,332"
ORD200267,17/04/2025,C84480,Chair,5,$469,803 Main St,Debit Card,Delivered,TRK62361867,9,Unknown,Facebook,"$2,343"
ORD200268,11/08/2023,C37032,Phone,2,$424,655 Main St,Debit Card,Delivered,TRK48639226,7,SAVE10,Referral,$848
ORD200269,25/11/2023,C48942,Tablet,4,$664,129 Main St,Credit Card,Pending,TRK29355120,7,FREESHIP,Google,"$2,655"
ORD200270,04/06/2023,C13540,Printer,4,$310,127 Main St,Debit Card,Shipped,TRK81087373,5,WINTER15,Google,"$1,240"
ORD200271,28/03/2023,C59572,Monitor,1,$542,791 Main St,Cash,Shipped,TRK16792991,6,WINTER15,Referral,$542
ORD200272,19/09/2023,C29758,Chair,2,$399,119 Main St,Online,Pending,TRK12990043,6,WINTER15,Instagram,$799
ORD200273,27/10/2024,C11849,Tablet,2,$238,974 Main St,Online,Cancelled,TRK91195261,7,FREESHIP,Email,$477
ORD200274,04/02/2023,C50967,Phone,2,$182,884 Main St,Gift Card,Cancelled,TRK65300814,5,SAVE10,Referral,$365
ORD200275,04/11/2023,C80735,Chair,2,$65,360 Main St,Credit Card,Cancelled,TRK99880231,4,SAVE10,Google,$130
ORD200276,29/03/2025,C99050,Printer,2,$601,654 Main St,Debit Card,Returned,TRK56927089,3,WINTER15,Instagram,"$1,201"
ORD200277,09/09/2024,C11210,Chair,5,$91,910 Main St,Credit Card,Delivered,TRK44929965,9,SAVE10,Facebook,$455
ORD200278,18/11/2024,C46015,Laptop,5,$362,299 Main St,Cash,Delivered,TRK46598430,6,FREESHIP,Instagram,"$1,812"
ORD200279,20/10/2023,C69167,Chair,3,$55,263 Main St,Online,Pending,TRK12425655,7,WINTER15,Email,$165
ORD200280,27/03/2023,C55388,Tablet,3,$405,740 Main St,Gift Card,Delivered,TRK75741001,6,FREESHIP,Instagram,"$1,214"
ORD200281,27/07/2023,C87181,Desk,4,$655,195 Main St,Cash,Pending,TRK60093390,9,Unknown,Referral,"$2,619"
ORD200282,22/04/2025,C30411,Printer,4,$638,375 Main St,Gift Card,Cancelled,TRK71810536,9,FREESHIP,Google,"$2,551"
ORD200283,28/02/2025,C39638,Laptop,4,$540,990 Main St,Cash,Shipped,TRK69745608,6,Unknown,Google,"$2,161"
ORD200284,16/02/2023,C27203,Laptop,5,$208,516 Main St,Credit Card,Returned,TRK22023906,6,SAVE10,Facebook,"$1,041"
ORD200285,10/06/2025,C67583,Phone,1,$338,974 Main St,Online,Delivered,TRK93281700,3,Unknown,Google,$338
ORD200286,07/04/2025,C70554,Monitor,3,$139,187 Main St,Gift Card,Returned,TRK61086952,8,WINTER15,Google,$418
ORD200287,24/11/2023,C70437,Chair,4,$655,630 Main St,Online,Shipped,TRK26628830,5,Unknown,Facebook,"$2,621"
ORD200288,12/03/2023,C97643,Laptop,4,$513,537 Main St,Debit Card,Returned,TRK60831391,8,WINTER15,Google,"$2,051"
ORD200289,26/07/2023,C17136,Chair,4,$160,333 Main St,Credit Card,Shipped,TRK55362541,8,WINTER15,Referral,$642
ORD200290,05/05/2023,C24901,Chair,3,$100,258 Main St,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,$300
ORD200291,12/05/2024,C61521,Phone,2,$345,670 Main St,Credit Card,Delivered,TRK93676567,6,FREESHIP,Google,$690
ORD200292,15/01/2025,C39639,Monitor,1,$66,185 Main St,Credit Card,Delivered,TRK31042152,5,Unknown,Facebook,$66
ORD200293,16/02/2023,C33220,Tablet,4,$463,564 Main St,Gift Card,Returned,TRK40450219,9,Unknown,Instagram,"$1,852"
ORD200294,01/04/2025,C65414,Phone,2,$298,208 Main St,Online,Shipped,TRK67562517,7,SAVE10,Referral,$595
ORD200295,25/01/2023,C49009,Printer,5,$107,278 Main St,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,$537
ORD200296,19/06/2024,C48453,Desk,5,$639,434 Main St,Debit Card,Cancelled,TRK52110494,10,WINTER15,Referral,"$3,194"
ORD200297,22/02/2023,C68078,Desk,2,$494,252 Main St,Credit Card,Returned,TRK64862812,7,SAVE10,Instagram,$988
ORD200298,19/12/2023,C19402,Printer,4,$301,267 Main St,Online,Cancelled,TRK97825212,6,Unknown,Email,"$1,205"
ORD200299,20/01/2024,C30711,Monitor,1,$279,856 Main St,Gift Card,Cancelled,TRK42696593,2,FREESHIP,Instagram,$279
ORD200300,02/09/2024,C39000,Phone,1,$287,894 Main St,Debit Card,Returned,TRK33753945,3,FREESHIP,Facebook,$287
ORD200301,11/05/2023,C31105,Chair,1,$584,726 Main St,Cash,Cancelled,TRK40149095,2,SAVE10,Email,$584
ORD200302,16/05/2023,C29432,Chair,3,$469,121 Main St,Cash,Pending,TRK44142517,4,FREESHIP,Instagram,"$1,406"
ORD200303,07/12/2024,C48531,Tablet,1,$31,368 Main St,Debit Card,Returned,TRK95462192,1,Unknown,Google,$31
ORD200304,18/10/2024,C86762,Monitor,5,$409,326 Main St,Gift Card,Delivered,TRK75686292,10,FREESHIP,Instagram,"$2,044"
ORD200305,25/11/2023,C63822,Laptop,4,$127,235 Main St,Cash,Pending,TRK59353216,9,FREESHIP,Instagram,$508
ORD200306,07/06/2024,C70495,Printer,2,$57,238 Main St,Debit Card,Returned,TRK65511225,3,SAVE10,Instagram,$114
ORD200307,01/07/2023,C92407,Laptop,3,$557,135 Main St,Online,Delivered,TRK11755610,4,Unknown,Email,"$1,672"
ORD200308,11/12/2023,C75888,Printer,3,$449,790 Main St,Debit Card,Returned,TRK98467398,7,SAVE10,Instagram,"$1,347"
ORD200309,03/10/2023,C63153,Chair,4,$550,625 Main St,Debit Card,Delivered,TRK38033305,4,FREESHIP,Facebook,"$2,199"
ORD200310,24/02/2024,C85863,Printer,3,$132,968 Main St,Online,Shipped,TRK16094218,4,Unknown,Referral,$397
ORD200311,17/05/2025,C71698,Desk,5,$489,274 Main St,Online,Returned,TRK34786818,8,Unknown,Instagram,"$2,447"
ORD200312,24/05/2025,C35397,Printer,5,$66,579 Main St,Gift Card,Pending,TRK64742535,7,FREESHIP,Referral,$332
ORD200313,09/07/2023,C67687,Chair,2,$434,978 Main St,Cash,Delivered,TRK22838735,7,SAVE10,Instagram,$869
ORD200314,04/10/2023,C29931,Desk,4,$153,540 Main St,Online,Delivered,TRK48712417,4,FREESHIP,Referral,$612
ORD200315,12/05/2025,C59139,Tablet,5,$92,301 Main St,Online,Cancelled,TRK45507090,9,FREESHIP,Email,$458
ORD200316,02/10/2023,C66078,Desk,4,$275,101 Main St,Gift Card,Shipped,TRK86474559,9,WINTER15,Facebook,"$1,101"
ORD200317,10/04/2023,C88370,Monitor,2,$140,339 Main St,Online,Returned,TRK22575151,5,Unknown,Instagram,$280
ORD200318,27/07/2024,C93375,Chair,3,$149,317 Main St,Debit Card,Cancelled,TRK95706967,7,SAVE10,Google,$446
ORD200319,02/12/2023,C53049,Laptop,2,$563,413 Main St,Cash,Returned,TRK48974907,6,Unknown,Instagram,"$1,126"
ORD200320,19/12/2024,C55590,Printer,1,$626,772 Main St,Credit Card,Shipped,TRK48792951,1,FREESHIP,Facebook,$626
ORD200321,09/08/2023,C47086,Phone,4,$152,135 Main St,Debit Card,Cancelled,TRK44194358,6,WINTER15,Google,$609
ORD200322,14/06/2024,C48646,Phone,5,$232,339 Main St,Debit Card,Delivered,TRK18233748,6,SAVE10,Facebook,"$1,159"
ORD200323,26/01/2025,C29416,Laptop,1,$150,414 Main St,Debit Card,Returned,TRK63820842,1,SAVE10,Referral,$150
ORD200324,13/06/2024,C13525,Tablet,3,$71,847 Main St,Debit Card,Returned,TRK70193221,5,Unknown,Referral,$213
ORD200325,29/06/2023,C53545,Desk,3,$361,665 Main St,Credit Card,Shipped,TRK61123177,8,Unknown,Referral,"$1,084"
ORD200326,01/07/2024,C65986,Laptop,5,$670,273 Main St,Gift Card,Returned,TRK98353867,5,SAVE10,Facebook,"$3,352"
ORD200327,25/07/2023,C17302,Phone,1,$360,385 Main St,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,$360
ORD200328,28/02/2023,C18404,Tablet,5,$674,546 Main St,Online,Cancelled,TRK89401624,7,SAVE10,Google,"$3,370"
ORD200329,25/12/2024,C88371,Chair,4,$283,306 Main St,Credit Card,Shipped,TRK63224811,6,Unknown,Google,"$1,133"
ORD200330,02/06/2024,C38068,Desk,5,$261,532 Main St,Gift Card,Pending,TRK54059198,5,SAVE10,Instagram,"$1,303"
ORD200331,15/04/2023,C78724,Printer,3,$422,187 Main St,Online,Delivered,TRK25703134,7,SAVE10,Facebook,"$1,266"
ORD200332,03/07/2024,C26163,Desk,5,$125,607 Main St,Debit Card,Pending,TRK67499316,9,SAVE10,Google,$625
ORD200333,16/04/2024,C87124,Phone,1,$199,818 Main St,Credit Card,Returned,TRK52086740,5,WINTER15,Instagram,$199
ORD200334,26/03/2024,C90348,Chair,4,$225,728 Main St,Online,Delivered,TRK20635777,7,WINTER15,Facebook,$899
ORD200335,03/03/2025,C58721,Tablet,3,$206,978 Main St,Gift Card,Shipped,TRK34801199,4,Unknown,Email,$618
ORD200336,29/12/2023,C88174,Laptop,1,$18,441 Main St,Debit Card,Pending,TRK10143345,4,SAVE10,Instagram,$18
ORD200337,29/05/2023,C77763,Tablet,3,$503,599 Main St,Debit Card,Returned,TRK66980447,8,WINTER15,Email,"$1,508"
ORD200338,08/11/2023,C53627,Phone,5,$305,704 Main St,Debit Card,Shipped,TRK64112352,10,Unknown,Referral,"$1,527"
ORD200339,10/04/2024,C84563,Printer,2,$236,398 Main St,Online,Pending,TRK62422797,3,SAVE10,Instagram,$473
ORD200340,23/04/2023,C76207,Laptop,5,$521,826 Main St,Cash,Cancelled,TRK25569378,8,Unknown,Email,"$2,606"
ORD200341,23/09/2024,C94671,Tablet,1,$167,293 Main St,Gift Card,Shipped,TRK61357272,5,WINTER15,Email,$167
ORD200342,24/06/2025,C69994,Monitor,5,$466,619 Main St,Gift Card,Returned,TRK95935805,5,Unknown,Referral,"$2,332"
ORD200343,26/02/2023,C64638,Printer,1,$528,919 Main St,Debit Card,Pending,TRK64087938,3,FREESHIP,Facebook,$528
ORD200344,06/03/2025,C95623,Tablet,3,$623,248 Main St,Online,Cancelled,TRK67558189,3,SAVE10,Instagram,"$1,870"
ORD200345,07/12/2023,C24751,Tablet,5,$501,259 Main St,Gift Card,Shipped,TRK37285406,10,FREESHIP,Referral,"$2,506"
ORD200346,06/12/2024,C31764,Tablet,1,$655,876 Main St,Cash,Pending,TRK44680433,6,Unknown,Referral,$655
ORD200347,03/02/2024,C83556,Printer,4,$265,380 Main St,Credit Card,Pending,TRK21109187,5,SAVE10,Google,"$1,059"
ORD200348,13/03/2024,C24369,Laptop,3,$360,885 Main St,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,"$1,079"
ORD200349,30/11/2023,C39648,Chair,1,$465,824 Main St,Gift Card,Delivered,TRK56016905,2,FREESHIP,Google,$465
ORD200350,03/06/2023,C13296,Chair,2,$54,495 Main St,Online,Shipped,TRK60127216,6,Unknown,Instagram,$109
ORD200351,15/02/2025,C94248,Laptop,1,$65,494 Main St,Debit Card,Delivered,TRK89406816,4,Unknown,Instagram,$65
ORD200352,31/08/2023,C26637,Chair,5,$174,995 Main St,Debit Card,Pending,TRK59546992,8,WINTER15,Instagram,$870
ORD200353,28/03/2025,C16012,Tablet,1,$631,171 Main St,Online,Delivered,TRK15195225,5,FREESHIP,Google,$631
ORD200354,11/07/2023,C31772,Phone,1,$693,992 Main St,Debit Card,Shipped,TRK11970357,4,Unknown,Instagram,$693
ORD200355,03/06/2025,C18353,Tablet,3,$433,677 Main St,Credit Card,Cancelled,TRK78766533,4,FREESHIP,Referral,"$1,300"
ORD200356,06/05/2023,C26966,Printer,5,$375,907 Main St,Gift Card,Cancelled,TRK83889574,10,FREESHIP,Instagram,"$1,873"
ORD200357,08/07/2023,C74982,Laptop,5,$409,398 Main St,Debit Card,Delivered,TRK98700702,8,FREESHIP,Instagram,"$2,043"
ORD200358,07/04/2024,C70633,Tablet,2,$184,747 Main St,Online,Cancelled,TRK82540521,3,SAVE10,Google,$367
ORD200359,09/06/2023,C95643,Desk,4,$607,303 Main St,Debit Card,Delivered,TRK23286689,5,WINTER15,Referral,"$2,426"
ORD200360,06/06/2024,C53810,Phone,4,$590,779 Main St,Cash,Pending,TRK34630612,8,Unknown,Instagram,"$2,358"
ORD200361,29/06/2024,C53464,Printer,5,$660,197 Main St,Credit Card,Delivered,TRK32743531,9,SAVE10,Facebook,"$3,299"
ORD200362,27/06/2023,C53697,Monitor,4,$207,312 Main St,Cash,Cancelled,TRK60476656,5,WINTER15,Instagram,$827
ORD200363,24/05/2024,C31668,Laptop,5,$114,871 Main St,Credit Card,Pending,TRK42584392,6,SAVE10,Email,$569
ORD200364,24/11/2023,C85282,Phone,5,$629,740 Main St,Cash,Cancelled,TRK86767206,9,FREESHIP,Facebook,"$3,144"
ORD200365,14/02/2025,C56796,Phone,1,$678,607 Main St,Credit Card,Cancelled,TRK74263180,4,SAVE10,Referral,$678
ORD200366,10/02/2023,C95213,Printer,3,$602,603 Main St,Debit Card,Pending,TRK40630538,8,Unknown,Referral,"$1,807"
ORD200367,25/04/2024,C13108,Laptop,5,$659,712 Main St,Gift Card,Pending,TRK82284400,10,FREESHIP,Instagram,"$3,294"
ORD200368,01/05/2023,C85322,Monitor,3,$271,403 Main St,Credit Card,Cancelled,TRK89728869,6,Unknown,Google,$813
ORD200369,22/12/2024,C43545,Monitor,5,$375,216 Main St,Gift Card,Pending,TRK73937402,9,SAVE10,Email,"$1,876"
ORD200370,03/05/2025,C80649,Phone,1,$312,870 Main St,Online,Cancelled,TRK41143313,4,WINTER15,Facebook,$312
ORD200371,05/01/2023,C59752,Phone,5,$308,179 Main St,Gift Card,Pending,TRK82229639,9,FREESHIP,Google,"$1,539"
ORD200372,14/02/2025,C53645,Chair,3,$484,166 Main St,Cash,Returned,TRK12123939,4,Unknown,Referral,"$1,451"
ORD200373,02/01/2023,C60178,Laptop,3,$341,969 Main St,Cash,Pending,TRK84505143,4,FREESHIP,Instagram,"$1,023"
ORD200374,16/09/2024,C20286,Monitor,1,$572,129 Main St,Gift Card,Pending,TRK67648338,1,WINTER15,Instagram,$572
ORD200375,16/01/2025,C87547,Monitor,4,$95,400 Main St,Online,Shipped,TRK71027262,8,FREESHIP,Facebook,$380
ORD200376,24/08/2023,C64549,Monitor,5,$201,341 Main St,Debit Card,Pending,TRK20788231,6,FREESHIP,Facebook,"$1,006"
ORD200377,22/07/2024,C24884,Monitor,1,$260,625 Main St,Online,Pending,TRK44538419,5,WINTER15,Instagram,$260
ORD200378,01/02/2024,C62666,Chair,5,$65,148 Main St,Credit Card,Pending,TRK91029390,8,WINTER15,Instagram,$323
ORD200379,21/09/2024,C47284,Phone,3,$298,500 Main St,Online,Shipped,TRK85756094,6,Unknown,Google,$893
ORD200380,20/04/2024,C35355,Printer,4,$332,127 Main St,Cash,Pending,TRK52935059,5,SAVE10,Instagram,"$1,328"
ORD200381,07/06/2023,C29467,Chair,1,$192,223 Main St,Credit Card,Returned,TRK98103385,1,FREESHIP,Instagram,$192
ORD200382,30/01/2025,C26718,Printer,4,$263,272 Main St,Debit Card,Shipped,TRK91702525,8,SAVE10,Google,"$1,052"
ORD200383,20/01/2023,C18944,Chair,4,$394,837 Main St,Credit Card,Pending,TRK45275439,7,SAVE10,Email,"$1,575"
ORD200384,24/11/2024,C35628,Chair,3,$554,147 Main St,Credit Card,Returned,TRK45688220,4,FREESHIP,Facebook,"$1,661"
ORD200385,31/10/2023,C56851,Chair,5,$192,752 Main St,Gift Card,Delivered,TRK65290904,6,FREESHIP,Facebook,$958
ORD200386,28/04/2023,C12421,Tablet,1,$93,373 Main St,Online,Returned,TRK32588504,4,Unknown,Email,$93
ORD200387,27/06/2024,C25316,Printer,2,$40,904 Main St,Credit Card,Shipped,TRK55423551,3,WINTER15,Google,$79
ORD200388,28/12/2023,C22657,Printer,3,$634,152 Main St,Cash,Pending,TRK49157047,7,WINTER15,Facebook,"$1,902"
ORD200389,17/12/2023,C29703,Desk,4,$698,558 Main St,Cash,Shipped,TRK40543461,7,FREESHIP,Referral,"$2,790"
ORD200390,14/07/2023,C55996,Printer,5,$509,885 Main St,Cash,Delivered,TRK30547638,10,FREESHIP,Google,"$2,543"
ORD200391,16/01/2025,C60037,Laptop,2,$527,516 Main St,Debit Card,Cancelled,TRK82009557,3,FREESHIP,Referral,"$1,055"
ORD200392,28/02/2024,C95100,Phone,1,$627,197 Main St,Online,Delivered,TRK47366265,1,WINTER15,Email,$627
ORD200393,14/07/2024,C39906,Printer,1,$75,921 Main St,Credit Card,Returned,TRK24632134,3,Unknown,Google,$75
ORD200394,05/07/2023,C70148,Desk,5,$530,359 Main St,Gift Card,Shipped,TRK34848650,10,Unknown,Facebook,"$2,648"
ORD200395,25/04/2025,C30010,Phone,3,$127,830 Main St,Gift Card,Delivered,TRK35386084,7,SAVE10,Referral,$382
ORD200396,01/12/2023,C99217,Tablet,5,$287,778 Main St,Online,Shipped,TRK82004594,10,SAVE10,Email,"$1,436"
ORD200397,28/09/2023,C30184,Monitor,1,$427,987 Main St,Online,Cancelled,TRK86674704,1,WINTER15,Referral,$427
ORD200398,04/09/2024,C50275,Phone,5,$54,729 Main St,Gift Card,Shipped,TRK98925264,7,SAVE10,Instagram,$270
ORD200399,07/01/2024,C64641,Tablet,5,$424,319 Main St,Debit Card,Returned,TRK32012588,5,FREESHIP,Facebook,"$2,120"
ORD200400,28/09/2024,C56266,Desk,4,$160,304 Main St,Debit Card,Returned,TRK60088901,9,WINTER15,Instagram,$641
ORD200401,09/04/2025,C98635,Printer,1,$539,197 Main St,Debit Card,Returned,TRK14225465,6,Unknown,Referral,$539
ORD200402,09/04/2023,C83026,Printer,5,$337,858 Main St,Gift Card,Shipped,TRK79746259,5,Unknown,Referral,"$1,687"
ORD200403,10/11/2024,C28893,Tablet,1,$620,740 Main St,Online,Returned,TRK98333066,1,FREESHIP,Referral,$620
ORD200404,09/03/2023,C45482,Monitor,2,$99,440 Main St,Cash,Delivered,TRK54571699,6,Unknown,Instagram,$198
ORD200405,26/01/2025,C97774,Monitor,4,$452,603 Main St,Online,Cancelled,TRK64664424,7,WINTER15,Email,"$1,808"
ORD200406,10/12/2023,C11657,Tablet,4,$66,572 Main St,Cash,Returned,TRK50284486,9,WINTER15,Google,$264
ORD200407,13/08/2023,C85993,Tablet,4,$547,250 Main St,Cash,Returned,TRK72547640,8,FREESHIP,Instagram,"$2,189"
ORD200408,01/01/2025,C11906,Printer,3,$413,536 Main St,Online,Pending,TRK31140158,6,WINTER15,Google,"$1,238"
ORD200409,28/06/2023,C45187,Desk,5,$84,767 Main St,Online,Delivered,TRK12320793,9,SAVE10,Google,$421
ORD200410,18/01/2024,C37375,Tablet,2,$518,184 Main St,Debit Card,Shipped,TRK52470162,5,Unknown,Email,"$1,036"
ORD200411,19/06/2024,C66567,Desk,2,$40,981 Main St,Online,Shipped,TRK21174822,5,Unknown,Facebook,$79
ORD200412,11/04/2025,C42451,Tablet,5,$133,246 Main St,Credit Card,Returned,TRK31313343,10,Unknown,Facebook,$665
ORD200413,08/10/2023,C13923,Tablet,1,$119,123 Main St,Online,Delivered,TRK87598790,6,SAVE10,Email,$119
ORD200414,04/05/2025,C11829,Desk,2,$140,797 Main St,Cash,Delivered,TRK84229257,4,WINTER15,Facebook,$279
ORD200415,06/04/2025,C62169,Chair,1,$184,655 Main St,Gift Card,Shipped,TRK64558985,5,FREESHIP,Facebook,$184
ORD200416,18/07/2023,C20881,Laptop,2,$644,652 Main St,Gift Card,Cancelled,TRK26263902,5,WINTER15,Referral,"$1,288"
ORD200417,24/10/2023,C44492,Laptop,5,$55,954 Main St,Online,Cancelled,TRK51429869,5,Unknown,Google,$277
ORD200418,11/01/2023,C74169,Printer,1,$311,862 Main St,Online,Cancelled,TRK66144809,3,Unknown,Facebook,$311
ORD200419,17/04/2024,C70999,Tablet,2,$217,885 Main St,Debit Card,Pending,TRK75644156,6,FREESHIP,Instagram,$433
